iter	Logloss
0	0.608510047
1	0.5331180727
2	0.4716129169
3	0.4269626383
4	0.3843326978
5	0.3458311257
6	0.3148407785
7	0.2839845389
8	0.2589991793
9	0.2390071028
10	0.2223266691
11	0.2096957718
12	0.1954792819
13	0.1808882242
14	0.1725065798
15	0.1659091887
16	0.1583307945
17	0.147865583
18	0.1415570384
19	0.1372304573
20	0.1289938371
21	0.124246159
22	0.1202126015
23	0.1138334279
24	0.1102058369
25	0.1065901769
26	0.1025662712
27	0.09966435184
28	0.09684547111
29	0.09479162838
30	0.09169854579
31	0.08834521737
32	0.0856958011
33	0.08320104224
34	0.08129009027
35	0.07897292843
36	0.07738273284
37	0.0764120741
38	0.0747805996
39	0.0729467138
40	0.07098464103
41	0.0701169974
42	0.06899179578
43	0.06784433543
44	0.06667282986
45	0.06564363835
46	0.06421040569
47	0.06336330361
48	0.06234823025
49	0.06128114604
50	0.05946786938
51	0.05853015801
52	0.05776350631
53	0.05672035507
54	0.05586791004
55	0.05495045781
56	0.05402123572
57	0.05335653792
58	0.05288659677
59	0.05210568997
60	0.05162098662
61	0.05116548972
62	0.05054471142
63	0.05010735561
64	0.04971516041
65	0.04929181341
66	0.04859154987
67	0.04781332548
68	0.0469338654
69	0.04648953701
70	0.04598117127
71	0.04543628072
72	0.04479055376
73	0.04445654193
74	0.04380342335
75	0.04310663144
76	0.042480735
77	0.04191429133
78	0.04127508283
79	0.04088090774
80	0.04062836551
81	0.04040028878
82	0.03996831498
83	0.03944358057
84	0.03876419107
85	0.03844040084
86	0.03798433
87	0.03775142848
88	0.03725424291
89	0.03678040372
90	0.03659579175
91	0.03640701289
92	0.03606512609
93	0.03579546803
94	0.03546152498
95	0.0352494441
96	0.0348568161
97	0.03441890333
98	0.03402113699
99	0.03371012718
100	0.0333560638
101	0.03317766273
102	0.03297009646
103	0.03278255755
104	0.03263326257
105	0.03225882373
106	0.03186184319
107	0.03170022763
108	0.03162869232
109	0.03131677527
110	0.03118382007
111	0.03109262266
112	0.0305308546
113	0.03042327926
114	0.03021055737
115	0.03010776892
116	0.02982542603
117	0.02967593051
118	0.02954144905
119	0.02940182116
120	0.02915810072
121	0.02893051822
122	0.02855093134
123	0.02824675089
124	0.02788957446
125	0.02773416077
126	0.02742360464
127	0.02714762062
128	0.02702985993
129	0.0269528703
130	0.02685883351
131	0.02656543792
132	0.02643307408
133	0.02628573033
134	0.02607853704
135	0.0259857785
136	0.02566436295
137	0.02546268484
138	0.02538416819
139	0.02514711349
140	0.02500128979
141	0.02489391521
142	0.0246504534
143	0.02457021564
144	0.0245069973
145	0.02440026595
146	0.02421386044
147	0.02405890048
148	0.02380955596
149	0.02367770276
150	0.02352950903
151	0.02343720058
152	0.02316008013
153	0.02304015171
154	0.02290941422
155	0.02280193431
156	0.02251457941
157	0.02241371852
158	0.02231911254
159	0.02224464098
160	0.02213536903
161	0.02205049981
162	0.02195433184
163	0.02187793364
